"popularity","duration_ms","explicit","danceability","tempo","genre_numeric","popularity_artist"
25,93506,0,0.61,169.463,27,28
31,105693,0,0.493,175.498,27,28
21,204285,0,0.881,140.103,106,21
21,268280,0,0.545,119.971,42,21
39,206333,0,0.403,159.921,97,40.5
47,272133,0,0.59,156.998,98,40.5
38,170306,0,0.589,110.858,97,40.5
38,293826,0,0.446,155.284,97,40.5
51,314818,0,0.426,164.247,29,51
13,352266,0,0.194,159.232,43,14.3333333333333
15,287733,0,0.223,120.915,43,14.3333333333333
15,107443,0,0.399,107.44,43,14.3333333333333
38,301609,0,0.656,124.998,18,38
32,156986,0,0.866,119.972,79,31
30,177946,0,0.591,144.794,79,31
40,227002,1,0.637,108.993,40,40
44,209226,0,0.589,116.985,78,47
50,273906,0,0.58,136.408,75,47
30,207813,0,0.175,159.224,49,30
41,335706,0,0.415,125.849,75,41
0,251173,1,0.582,101.879,104,0
0,216426,0,0.674,119.991,20,0
1,395093,0,0.421,102.383,4,1
32,227317,0,0.598,122.995,112,32
45,250920,0,0.479,159.957,83,45
1,211573,0,0.623,149.963,34,1.5
2,204760,0,0.458,154.834,34,1.5
62,231920,1,0.503,165.099,73,62
32,236046,0,0.692,123.066,26,32
41,188147,0,0.5,146.875,30,41
44,194476,0,0.432,141.937,29,44
32,159000,0,0.736,90.001,33,32
25,284000,0,0.764,120.032,33,25
37,164571,1,0.878,105.023,33,37
45,106909,0,0.772,109.596,40,45
0,153746,0,0.733,108.263,90,0
0,206173,0,0.535,179.795,90,0
70,303626,1,0.705,122.018,69,70
56,264888,1,0.691,126.983,90,56
57,223384,1,0.769,130.026,90,57
0,455000,0,0.174,120.049,60,1.5
3,209662,0,0.388,81.676,60,1.5
43,143333,1,0.461,110.065,95,43
12,268051,0,0.976,122.514,14,22.5
33,272419,0,0.772,124.185,14,22.5
24,168240,0,0.654,98.253,93,24
53,273773,0,0.62,113.29,13,53
53,273773,0,0.62,113.29,71,53
62,225546,0,0.175,184.066,72,62
23,214753,0,0.664,140.033,50,23
0,191506,0,0.736,171.973,69,1.83333333333333
2,191506,0,0.736,171.973,81,1.83333333333333
0,155960,0,0.865,94.999,68,1.83333333333333
0,167760,0,0.705,163.893,68,1.83333333333333
4,146426,0,0.757,159.933,90,1.83333333333333
5,155960,0,0.865,94.999,81,1.83333333333333
79,218693,0,0.812,92.03,69,78.5
78,218693,0,0.812,92.03,90,78.5
58,234475,0,0.377,174.751,16,58
50,268571,0,0.429,174.987,30,50
21,158518,0,0.494,161.987,70,29
40,202666,0,0.752,89.859,70,29
26,271850,0,0.764,140.066,70,29
0,154560,0,0.616,110.029,32,0
0,144734,0,0.598,124.973,40,0
0,144734,0,0.598,124.973,54,0
30,235781,0,0.761,103.024,96,30
43,146822,1,0.748,120.026,10,43
54,116781,0,0.677,140.649,16,43.5
33,117500,0,0.356,72.928,16,43.5
0,230293,0,0.604,108.833,94,0
19,313360,0,0.745,178.125,47,19
41,163563,0,0.57,88.234,78,41
51,225866,1,0.697,136.01,61,51
44,211186,1,0.718,150.103,61,44
47,90102,0,0.416,162.167,6,47
42,183866,0,0.835,114.038,88,42
46,202973,0,0.581,105.956,98,46
21,290266,0,0.413,97.682,42,21
38,248361,0,0.423,142.463,113,38
31,169000,0,0.825,150.034,22,31
43,178986,0,0.513,88.101,78,43
24,145586,1,0.764,140.087,79,24
35,183173,1,0.631,156.941,79,35
48,123310,0,0.459,144.917,16,48
75,208106,0,0.644,106.031,45,75
0,181210,0,0.538,144.988,32,0
53,232800,0,0.561,100.268,22,53
50,279933,0,0.562,119.968,71,50
30,217003,0,0.705,127.999,26,30
36,145746,0,0.487,111.152,87,34
32,196826,0,0.449,129.711,49,34
68,209386,0,0.545,169.965,3,34
0,193253,0,0.634,139.957,4,34
60,311876,0,0.486,155.953,44,64.25
66,271000,1,0.481,149.992,72,64.25
66,271000,1,0.481,149.992,44,64.25
65,214542,1,0.416,174.995,44,64.25
62,210612,0,0.6,97.631,80,66
70,221693,0,0.382,102.089,80,66
70,256000,1,0.474,147.356,88,70
0,176876,0,0.401,78.763,4,0
0,196760,1,0.616,167.99,112,0
22,166899,0,0.785,106.062,8,22
35,126080,0,0.465,108.312,87,35
45,116956,0,0.709,74.967,88,45
2,200426,0,0.493,141.979,20,2
35,165573,0,0.681,140.364,85,44.3333333333333
49,261373,0,0.611,145.943,4,44.3333333333333
49,261373,0,0.611,145.943,85,44.3333333333333
55,199560,0,0.404,171.948,6,55
24,301120,0,0.694,129.957,62,24
12,478866,0,0.689,139.967,11,12
12,311106,0,0.66,109.691,11,12
42,163746,0,0.502,139.992,72,42
1,224178,0,0.698,135.981,57,1
69,232533,0,0.493,113.618,48,69
53,197320,0,0.396,156.072,114,53
43,243853,0,0.468,149.998,34,42.6666666666667
42,216500,0,0.478,90.026,34,42.6666666666667
43,243853,0,0.468,149.998,49,42.6666666666667
46,246942,0,0.414,87.445,34,46
23,248333,0,0.339,122.607,23,23
18,306680,0,0.28,106.627,7,18
0,292066,0,0.322,202.308,91,0
37,187613,0,0.583,172.117,36,37
54,197857,1,0.591,136.629,95,54
0,163680,0,0.688,126.813,38,0
0,229226,0,0.73,124.899,12,0
0,193466,0,0.549,135.032,100,0
48,351993,0,0.437,133.746,12,48
19,339253,0,0.178,78.842,77,19
29,165714,0,0.76,125.945,79,29
36,175226,0,0.592,169.849,36,36
0,169066,1,0.602,135.868,65,0
25,280293,0,0.27,158.122,39,25
29,159948,0,0.608,117.758,92,29
29,143493,0,0.558,115.184,93,29
72,236800,0,0.676,114.93,108,72
11,249093,0,0.616,85.8,14,9.5
8,415120,0,0.711,126.984,14,9.5
15,284560,0,0.701,120.506,14,15
16,191695,0,0.71,124.972,14,16
0,385826,0,0.702,103.06,96,0
0,138866,0,0.613,74.311,88,0
0,136306,0,0.629,118.895,88,0
0,136306,0,0.629,118.895,92,0
15,134594,0,0.788,89.912,53,15
0,188869,1,0.799,115.067,4,0
54,253333,0,0.64,116.632,1,54
10,347906,0,0.782,93.912,11,10
10,277485,0,0.743,128.001,11,10
44,455294,0,0.511,135.978,10,44
45,211816,0,0.622,122.87,88,45
61,240120,0,0.498,100.024,37,61
22,198895,0,0.5,157.014,50,22
42,268600,0,0.337,89.319,92,42
26,155795,0,0.575,176.031,106,26
17,120194,0,0.824,159.968,67,13
9,211062,0,0.855,166.033,67,13
43,224333,0,0.543,145.135,88,43
17,275782,0,0.414,130.466,28,17
24,335041,0,0.714,123.009,74,24
43,252822,0,0.588,124,74,43
49,186709,1,0.642,170.975,10,49
28,358520,0,0.535,128.009,59,28
3,236906,0,0.757,100.037,69,3
65,173266,0,0.618,92.174,49,65
55,225333,0,0.561,97.954,63,55
12,130792,0,0.238,64.455,43,14
16,52621,0,0.262,77.72,43,14
21,191033,1,0.69,112.087,61,21
31,112306,0,0.353,188.079,49,31
50,290840,0,0.657,82.821,112,50
17,365906,0,0.343,99.955,7,17
70,236480,1,0.712,140,58,70
58,281520,0,0.749,129.996,82,58
56,340662,0,0.605,99.968,82,56
53,210785,0,0.619,129.947,71,53
53,256112,0,0.496,159.874,71,53
43,177738,0,0.529,138.015,41,43
42,301285,0,0.42,140.055,41,42
38,263000,0,0.549,112.034,41,38
45,164786,0,0.328,162.031,1,45
35,268009,0,0.724,164.949,96,35
36,133953,0,0.778,86.112,106,36
51,109105,0,0.541,131.945,111,51
29,239000,0,0.758,109.984,1,29
68,191293,0,0.674,126.038,31,68
78,123846,0,0.752,155.997,37,78
62,174998,0,0.654,124.993,40,62
52,209937,0,0.498,134.983,111,52
0,230400,0,0.338,100.018,60,0
54,321629,0,0.368,133.974,71,54
68,370866,0,0.189,169.563,9,68
55,200640,0,0.149,174.451,9,55
22,341706,0,0.124,97.318,76,22
49,169573,1,0.497,150.104,104,49
44,473653,0,0.253,145.963,114,44
65,173066,1,0.813,124.957,33,65
50,166827,0,0.2,62.372,5,46
42,205625,0,0.324,70.405,5,46
57,166400,1,0.385,74.963,95,57
38,146769,1,0.728,98.011,4,40
86,168601,1,0.695,121.932,4,40
0,146769,1,0.728,98.011,4,40
36,170771,0,0.494,65.252,4,40
41,197986,0,0.53,138.057,113,41
0,195360,0,0.781,131.2,94,0
0,204752,0,0.446,202.618,94,0
32,223122,0,0.788,168.025,101,32
38,203418,0,0.751,82.532,101,38
50,172911,0,0.578,99.039,9,50
44,195000,1,0.619,159.987,30,44
0,298080,0,0.842,110.132,38,0
24,125960,0,0.502,169.041,27,24
74,211763,0,0.614,121.941,100,74
0,246160,0,0.458,99.377,40,0
44,165956,0,0.798,145.902,98,44
13,135026,0,0.657,107.111,53,18.2222222222222
12,139040,0,0.677,89.816,53,18.2222222222222
11,180853,0,0.545,83.929,53,18.2222222222222
14,127960,0,0.612,85.443,53,18.2222222222222
48,187373,0,0.458,88.718,53,18.2222222222222
24,197533,0,0.494,87.371,53,18.2222222222222
13,147346,0,0.543,167.83,53,18.2222222222222
11,155173,0,0.531,91.269,53,18.2222222222222
18,186093,0,0.485,92.69,53,18.2222222222222
13,147360,0,0.596,113.528,53,13
0,211469,0,0.746,110.761,26,0
23,206813,0,0.664,124.423,99,23
70,173466,0,0.606,121.059,20,70
71,292173,0,0.459,149.231,9,71
24,143053,0,0.42,162.86,76,23.1666666666667
21,372288,0,0.501,73.17,76,23.1666666666667
21,190315,0,0.26,101.797,76,23.1666666666667
22,184346,0,0.41,133.476,76,23.1666666666667
24,316120,0,0.648,104.912,76,23.1666666666667
27,171653,0,0.676,71.086,76,23.1666666666667
21,185760,0,0.468,120.414,77,21
60,121933,0,0.248,176.236,77,60
20,181746,0,0.362,86.732,77,20
42,234305,0,0.607,136.019,75,42
24,130639,0,0.191,108.149,27,23
22,82746,0,0.327,76.568,27,23
20,85866,0,0.499,127.368,27,23
31,134786,0,0.424,108.063,27,23
18,196213,0,0.236,119.983,27,23
48,243266,0,0.618,145.989,41,48
22,262268,0,0.65,145.377,70,19.6666666666667
19,339957,0,0.735,132.054,70,19.6666666666667
18,377840,0,0.773,135.008,70,19.6666666666667
38,242266,0,0.604,140.043,41,38
40,188413,0,0.501,181.955,18,40
42,235200,0,0.628,99.978,110,42
30,129472,0,0.571,155.133,1,30
0,219720,0,0.619,125.984,72,0
0,244804,0,0.467,130.027,48,0
25,211520,0,0.167,88.541,77,25
28,220480,0,0.555,114.956,23,28
42,287546,0,0.481,169.853,97,42
37,269743,0,0.626,135.701,97,37
28,245720,0,0.458,85.165,96,28
11,180500,0,0.265,70.371,55,11
60,232466,0,0.578,124.417,45,60
24,252280,0,0.304,83.807,77,24
29,274168,0,0.56,144.012,110,29
80,184153,0,0.566,129.96,58,80
18,158333,0,0.445,95.267,18,18
23,139666,0,0.204,74.563,77,23
21,175066,0,0.356,79.638,77,21
21,130840,0,0.213,91.425,77,21
25,56173,0,0.43,77.823,77,25
0,371264,0,0.18,101.159,77,0
0,238805,0,0.761,80.87,58,41.5
83,238805,0,0.761,80.87,81,41.5
55,181906,0,0.61,110.778,18,29
27,256079,0,0.359,161.618,18,29
20,239266,0,0.511,123.997,18,29
16,212626,0,0.325,167.538,18,29
16,238160,0,0.545,110.94,18,29
40,160920,0,0.686,107.004,18,29
46,180280,0,0.833,127.658,18,46
41,225440,0,0.639,89.959,18,41
20,162080,0,0.571,127.411,18,20
0,199200,0,0.32,77.762,88,0
5,267480,0,0.758,111.009,14,5
26,151483,0,0.827,131.9,79,25
24,217084,0,0.72,136.097,79,25
29,230906,1,0.536,105.005,49,29
64,241760,0,0.669,107.887,108,64
34,226400,1,0.303,151.664,64,34
52,342346,0,0.497,126.137,44,55
58,237840,0,0.243,102.729,37,55
24,397700,0,0.514,127.997,76,24
43,204933,0,0.602,104.002,75,43
43,236106,0,0.625,93.078,75,43
55,105567,0,0.341,143.168,39,55
0,185133,0,0.706,123.965,24,0
56,186493,0,0.533,123.971,24,56
0,257506,0,0.758,94.043,90,0
46,273533,0,0.478,147.995,48,46
68,177152,0,0.618,114.26,58,68
14,114413,0,0.369,97.18,43,14
22,206336,0,0.758,99.003,112,22
37,134427,0,0.197,123.658,102,37
30,666280,0,0.488,135.056,85,28
26,197440,0,0.607,154.498,85,28
20,190546,0,0.845,106.873,2,20
34,278373,0,0.619,108.949,64,34
25,194267,0,0.338,66.29,8,25
49,208729,0,0.361,77.844,12,49
55,253546,0,0.565,120.013,1,55
20,150706,0,0.426,91.547,19,20
0,224906,0,0.321,65.825,65,0
0,256040,0,0.559,101.946,104,0
37,256387,0,0.486,195.72,63,37
11,164205,0,0.886,150.143,67,11
19,237120,0,0.696,125.989,112,19
0,139625,0,0.757,115.96,65,0
29,339146,0,0.684,121.455,29,29
33,256399,0,0.555,175.135,96,33
39,194686,0,0.561,105.627,92,39
0,244200,0,0.655,96.385,96,17
34,262653,0,0.66,85.481,96,17
36,115306,0,0.653,126.828,97,36
43,283925,0,0.563,96.92,78,43
63,231290,0,0.59,104.911,54,63
0,215201,0,0.569,122.042,54,0
37,228527,0,0.569,91.943,101,38.5
40,209960,0,0.729,100.034,101,38.5
32,302000,0,0.76,100.01,96,32
62,160660,0,0.503,174.062,95,62
29,349857,0,0.898,126.002,96,30
31,290459,0,0.815,105.008,96,30
1,153306,0,0.787,95.909,90,1
0,195866,0,0.734,76.182,90,0
53,165424,1,0.562,145.058,95,53
54,212530,0,0.626,144.058,78,54
47,166664,0,0.457,72.979,98,47
23,233706,0,0.424,123.126,46,23
62,240590,0,0.343,131.076,66,62
79,405640,1,0.273,100.271,48,79
52,198271,0,0.345,77.411,50,52
0,583826,0,0.151,94.686,17,0
50,286533,0,0.453,173.694,98,50
37,188240,0,0.598,164.976,107,37
82,210960,0,0.646,89.99,21,82
52,153884,0,0.608,119.841,22,52
0,277300,0,0.222,86.919,60,0
31,222555,0,0.739,124.982,24,31
44,125852,0,0.504,113.507,35,44
26,223426,0,0.547,148.66,42,31.375
32,311666,0,0.183,104.943,42,31.375
30,266874,0,0.167,71.185,42,31.375
31,281890,0,0.495,127.962,42,31.375
27,289560,0,0.42,120.083,42,31.375
39,237746,0,0.29,98.42,42,31.375
28,372293,0,0.18,165.833,42,31.375
38,382093,0,0.299,151.065,42,31.375
54,243960,0,0.409,167.127,6,54
55,217173,0,0.384,171.888,45,55
18,281750,0,0.508,138.009,29,18
25,230840,0,0.558,111.488,108,25
65,183808,0,0.339,173.993,32,65
62,228951,1,0.744,136.013,32,62
25,263592,0,0.544,130.005,42,25
0,256644,0,0.296,73.466,17,0
12,142066,0,0.738,92.23,53,12.3333333333333
13,178106,0,0.526,127.078,53,12.3333333333333
12,136600,0,0.337,172.794,53,12.3333333333333
11,162306,0,0.527,167.435,53,12
15,165800,0,0.741,83.481,53,12
10,184066,0,0.58,104.539,53,12
34,245706,0,0.421,137.28,48,34
56,341395,0,0.112,92.617,40,56
34,313893,0,0.11,83.29,40,34
11,81666,0,0.0945,174.819,40,11
47,326000,0,0.135,80.325,40,47
56,176652,0,0.163,103.885,40,56
29,274468,0,0.473,104.155,96,29
20,194000,1,0.694,180.105,70,20
29,301000,0,0.548,116.797,46,29
43,215632,0,0.517,128.127,56,43
56,214645,0,0.592,159.883,82,56
63,198857,0,0.577,104.938,57,63
36,223058,1,0.598,169.846,34,36
25,180252,0,0.488,77.712,42,25.5
26,194466,0,0.529,113.384,42,25.5
59,169474,0,0.178,78.594,102,59
13,133925,0,0.201,80.085,43,13
22,184000,0,0.596,126.971,42,22
32,202826,0,0.676,120.028,70,32
0,189898,0,0.508,87.986,58,0
22,161585,0,0.529,150.023,50,22
67,310893,0,0.626,102.896,48,67
17,410533,0,0.204,131.587,7,17
28,145400,0,0.605,111.371,99,28
23,326693,0,0.347,115.044,5,23
22,239320,0,0.548,125.073,51,25.5
29,316333,0,0.515,119.988,105,25.5
23,281522,0,0.52,140.031,59,23
54,178973,0,0.358,99.094,59,54
37,180544,1,0.751,75.076,107,37
30,169905,0,0.809,107.918,46,30
45,132780,0,0.679,123.66,98,49
53,169711,0,0.741,107.925,98,49
3,317082,0,0.668,94.987,111,3
37,204333,0,0.527,136.994,92,37
27,196226,0,0.291,151.802,51,31.75
34,180400,0,0.289,150.04,51,31.75
25,256105,0,0.333,100.1,51,31.75
41,190066,0,0.372,110.908,51,31.75
25,113637,0,0.648,132.984,106,25
40,243272,0,0.766,91.94,113,40
17,370986,0,0.44,173.081,28,17
16,338150,0,0.416,172.976,28,16
0,189773,0,0.542,85.951,20,0
20,174967,0,0.554,155.019,50,20
43,212000,0,0.485,90.073,30,43
33,231891,0,0.554,148.096,30,33
61,196135,0,0.202,194.876,45,61
0,156665,0,0.176,101.916,5,0
71,536000,0,0.264,124.328,3,71
49,271986,0,0.454,138.932,114,39.5
30,401773,0,0.423,142.042,114,39.5
41,297640,0,0.388,139.777,114,41
57,343080,0,0.396,135.857,114,54.5
52,490000,0,0.362,140.055,114,54.5
38,289000,0,0.536,113.875,114,38
43,355102,0,0.461,128.015,114,43
54,248360,0,0.538,140.051,114,44.25
37,235880,0,0.261,84.344,114,44.25
43,313133,0,0.319,136.816,114,44.25
43,351771,0,0.515,119.941,114,44.25
38,205520,0,0.324,124.777,114,38
37,268613,0,0.565,114.011,42,37
59,317560,0,0.688,110.969,82,59
67,254351,0,0.73,131.04,81,67
57,232266,0,0.415,136.017,45,57
49,268186,0,0.656,99.945,13,49
66,285250,0,0.467,160.025,81,66
44,182333,0,0.19,137.927,6,44
25,201549,0,0.512,177.961,79,25
55,262432,0,0.389,172.053,73,55
0,229746,0,0.771,128.091,58,0
21,220453,0,0.313,170.751,83,20.5
20,190693,0,0.403,81.224,83,20.5
24,239266,0,0.494,167.288,112,24
27,273586,0,0.749,81.337,29,27
27,234880,0,0.754,79.731,29,27
20,185040,1,0.338,146.78,51,26
32,315213,0,0.328,112.582,51,26
74,218546,1,0.811,106.929,49,74
42,282157,0,0.662,121.018,44,42
19,199400,0,0.462,144.04,13,19
52,148500,0,0.695,120.021,24,52
0,527506,0,0.778,108.127,2,0
39,150000,0,0.759,79.991,106,39
39,199720,0,0.831,95.018,37,39
36,210558,0,0.361,140.613,64,36
13,93730,0,0.247,116.378,43,13
27,194733,0,0.56,143.519,99,27
34,221397,0,0.572,72.032,64,34
33,78471,1,0.94,130.011,33,37
41,129000,1,0.788,160.043,33,37
11,577106,0,0.569,132.008,11,11.5
12,380040,0,0.471,125.009,11,11.5
20,356571,0,0.629,87.51,28,20
57,223500,0,0.574,86.009,28,57
25,276324,0,0.169,110,7,22
19,268506,0,0.455,100.018,7,22
26,309997,0,0.521,125.099,73,26
52,218571,0,0.372,175.134,73,52
52,144757,1,0.577,160.103,34,54.3333333333333
53,175072,0,0.707,146.008,95,54.3333333333333
58,148500,1,0.731,149.961,34,54.3333333333333
46,214421,0,0.536,72.598,98,46
0,226745,1,0.762,107.011,22,0
56,256361,0,0.298,85.708,1,56
0,171306,0,0.588,155.067,32,0
26,211573,0,0.352,114.814,99,26
28,384000,0,0.653,147.33,94,28
41,163031,0,0.579,76.099,36,41
27,175176,0,0.675,129.986,79,27
71,209648,0,0.806,118.009,66,71
28,213013,0,0.536,129.975,77,24.6666666666667
21,206440,0,0.267,131.111,77,24.6666666666667
25,224880,0,0.37,117.057,77,24.6666666666667
56,369360,0,0.829,129.969,82,56
48,275503,0,0.442,171.137,66,48
44,358173,0,0.486,127.184,113,39.3333333333333
34,213200,0,0.474,110.967,64,39.3333333333333
40,248200,0,0.617,107.352,65,39.3333333333333
25,306872,1,0.629,87.506,19,25
41,144600,0,0.736,99.967,24,41
0,175133,1,0.468,135.439,72,0
59,242011,1,0.377,84.139,29,60
61,222400,0,0.494,149.979,54,60
43,223404,0,0.343,119.096,29,43
61,165779,0,0.526,155.085,30,61
46,240000,0,0.442,134.176,29,48.5
51,240000,0,0.442,134.176,30,48.5
43,203370,0,0.423,144.851,30,43
50,210000,0,0.408,175.956,29,50
51,205970,0,0.429,133.897,29,51
54,210423,1,0.532,144.912,29,54
62,300916,0,0.428,149.955,29,62
0,191124,0,0.521,96.991,31,0
0,244235,0,0.352,169.965,30,0
57,245392,0,0.398,154.046,29,57
63,220730,0,0.404,148.036,31,63
40,249264,0,0.501,159.898,29,40
54,122266,0,0.295,84.328,5,54
0,187146,0,0.601,167.965,91,31.6
0,192800,0,0.588,99.83,91,31.6
2,187146,0,0.601,167.965,91,31.6
84,177506,0,0.505,89.938,91,31.6
72,219440,0,0.649,119.997,91,31.6
22,233639,0,0.716,104.99,93,21.5
21,138933,1,0.661,79.345,93,21.5
4,2851109,0,0.382,119.809,70,4
22,150933,0,0.773,145.014,50,22
51,246284,0,0.443,112.022,73,51
38,192560,1,0.858,130.915,113,38
20,165666,1,0.435,180.02,50,20
30,294798,0,0.649,166,111,30
70,232906,0,0.727,164.003,52,70
23,254053,1,0.513,120.014,42,23
24,185374,0,0.354,165.086,73,24.3333333333333
26,254030,0,0.45,118.026,73,24.3333333333333
23,192874,0,0.409,92.072,73,24.3333333333333
33,236586,0,0.272,199.642,9,33
50,196496,0,0.491,120.108,105,50
23,309933,0,0.717,125.988,108,23
30,171428,0,0.609,98.008,18,30
55,244906,0,0.518,127.965,29,55
45,215235,0,0.512,144.812,29,45
40,195040,0,0.75,134.534,88,40
45,439024,0,0.682,122.998,33,45
58,244773,0,0.716,121.306,25,30.6666666666667
18,372000,0,0.7,121.921,25,30.6666666666667
16,298506,0,0.576,155.297,25,30.6666666666667
6,457846,0,0.696,130,25,6
5,164886,0,0.688,125.005,25,5
33,238720,0,0.273,193.133,49,33
0,190476,0,0.628,126.019,24,0
27,129974,1,0.921,100.016,61,27
33,356000,0,0.701,140.002,111,33
38,237357,0,0.598,110.048,101,37.5
37,259200,0,0.461,123.193,101,37.5
13,76480,0,0.151,168.55,43,13
61,373898,0,0.402,90.045,48,63
65,271906,0,0.3,133.065,48,63
54,201381,0,0.65,121.933,107,60.5
67,213451,0,0.691,112.966,107,60.5
10,279626,0,0.562,81.691,55,23
36,38080,0,0.566,114.506,55,23
30,277133,0,0.584,124.228,96,30
42,199400,0,0.596,101.947,36,42
28,229293,0,0.285,132.577,73,28
59,147774,0,0.359,126.558,56,59
57,93276,0,0.849,102.508,95,66.5
76,120546,0,0.753,111.863,16,66.5
59,48381,0,0.952,107.895,15,59
19,240840,0,0.566,145.01,50,19
7,276586,0,0.33,117.13,94,7
85,177186,0,0.703,117.941,66,85
40,228329,0,0.671,92.027,97,40
50,105600,0,0.507,149.994,95,50
0,189000,0,0.572,95.94,60,0
57,150545,0,0.745,109.961,22,57
55,190626,0,0.615,144.935,105,55
0,210093,0,0.775,94.018,69,0
0,200666,0,0.881,97.002,89,16.6666666666667
66,158800,0,0.747,176.059,69,16.6666666666667
0,158146,0,0.876,122.666,69,16.6666666666667
2,200666,0,0.881,97.002,68,16.6666666666667
69,157733,0,0.641,122.728,69,16.6666666666667
3,190253,0,0.637,176.025,68,16.6666666666667
2,200666,0,0.881,97.002,90,16.6666666666667
2,161973,0,0.756,128.022,89,16.6666666666667
6,201280,0,0.896,93.016,90,16.6666666666667
0,242573,0,0.756,176.088,69,0
0,277106,0,0.627,79.31,69,0
4,218826,0,0.825,103.053,69,4
7,232146,0,0.58,168.124,69,7
1,217361,0,0.904,101.988,68,1
1,217361,0,0.904,101.988,90,1
1,217361,0,0.904,101.988,69,1
5,130666,0,0.924,126.998,69,5
64,209733,0,0.759,105.021,69,64
0,251266,0,0.811,87.98,90,1.5
3,251266,0,0.811,87.98,89,1.5
24,122520,0,0.401,174.438,8,24
33,207000,0,0.566,133.312,8,33
7,370040,0,0.834,119.634,14,9.5
12,411946,0,0.805,121.904,14,9.5
36,145973,0,0.716,144.895,37,36
13,201320,0,0.704,132.341,53,13
86,173947,1,0.905,106.998,52,21.5
0,173947,1,0.905,106.998,52,21.5
0,173947,1,0.905,106.998,52,21.5
0,173947,1,0.905,106.998,52,21.5
1,309327,1,0.71,96.448,52,1
1,309327,1,0.71,96.448,66,1
0,125302,0,0.907,107.946,66,0
9,192889,0,0.93,111.995,67,9
61,136750,0,0.732,126.042,34,61
57,262240,0,0.486,141.933,39,57
41,211974,0,0.598,125.056,44,41
29,434600,0,0.827,135.421,29,29
26,133874,0,0.381,45.647,80,26
26,215200,0,0.743,110.573,22,26
52,224548,0,0.681,125.981,44,52
39,212957,0,0.773,123.978,44,39
56,163880,0,0.458,94.926,114,56
24,272567,0,0.627,140.069,79,24
26,231424,0,0.637,140.113,79,26
29,238570,0,0.458,96.01,105,29
20,151275,0,0.638,122.19,61,20
19,148308,0,0.882,105.069,61,19
27,188693,0,0.571,178.083,46,27
44,135000,0,0.812,95.961,69,44
58,193461,0,0.704,96.082,58,29
0,178282,0,0.604,81.101,58,29
16,219636,0,0.396,164.784,47,16
35,225106,0,0.704,109.052,107,35
1,249500,0,0.0663,78.273,60,1
30,204960,0,0.728,113.155,12,30
60,179617,0,0.65,149.966,31,60
0,208413,0,0.508,114.842,63,0
0,194706,0,0.598,123.855,65,0
0,180626,0,0.534,136.854,65,0
59,211029,0,0.749,128.012,24,59
24,140199,1,0.705,116.073,19,24
67,201306,0,0.456,78.461,104,67
0,194230,1,0.859,115.036,104,0
52,253994,0,0.334,172.116,13,52.5
53,235800,0,0.595,135.719,13,52.5
56,216055,1,0.643,108.971,16,56
20,161533,0,0.244,85.732,27,20
68,254266,0,0.715,145.751,105,68
21,134946,0,0.51,177.669,99,21
17,144065,0,0.908,110.048,2,17
22,200226,0,0.672,128.027,109,27.5
33,199000,0,0.467,177.846,109,27.5
0,156300,1,0.695,100.088,21,0
0,131760,0,0.62,145.363,1,0.5
1,302346,0,0.755,120.06,1,0.5
31,116959,0,0.666,73.975,106,31
59,329221,0,0.465,164.01,82,59
59,140555,0,0.481,125.058,80,59
40,214253,0,0.533,83.573,33,40
0,176124,1,0.586,167.018,103,11
22,168833,1,0.499,144.555,100,11
0,165906,1,0.762,121.081,54,0
56,186813,0,0.584,166.015,71,50.5
46,279040,0,0.447,131.928,71,50.5
55,263973,0,0.719,92.989,71,50.5
55,286760,0,0.731,108.019,71,50.5
47,237266,0,0.621,169.987,71,50.5
44,166186,0,0.728,124.011,71,50.5
65,188160,0,0.807,124.979,18,65
43,249312,0,0.609,83.009,112,43
19,292053,0,0.603,180.019,112,19
21,157702,1,0.769,107.085,42,21
53,163235,0,0.712,135.975,16,53
0,247346,0,0.393,89.334,91,0
46,414693,0,0.637,89.51,112,46
27,226986,0,0.482,75.001,33,27
66,166027,1,0.54,97.542,16,66
0,120066,0,0.607,88.401,9,0
50,305880,0,0.332,129.317,5,50
0,205773,0,0.311,129.37,17,0
20,166875,1,0.891,128.006,50,20
21,295173,0,0.495,118.676,19,21
21,43706,0,0.526,84.584,19,21
7,303186,0,0.706,119.495,25,7.5
8,452413,0,0.426,106.003,25,7.5
41,247160,0,0.65,81.986,63,41
56,185944,0,0.678,179.972,66,56
0,129160,0,0.465,139.854,4,0
75,169973,1,0.773,103.861,32,77.6666666666667
79,181613,0,0.795,93.982,81,77.6666666666667
79,181613,0,0.795,93.982,32,77.6666666666667
22,841146,0,0.544,122.701,8,22
58,109706,0,0.4,166.287,93,58
25,193119,0,0.695,116.039,46,25
27,311893,0,0.275,107.471,44,27
46,420386,0,0.314,141.911,114,48
50,222186,0,0.518,157.913,114,48
63,396186,0,0.477,122.531,9,63
2,234520,0,0.755,156.001,69,0.8
1,240400,0,0.654,81.153,90,0.8
1,147133,1,0.835,92.028,68,0.8
0,209146,1,0.776,97.066,69,0.8
0,209146,1,0.776,97.066,89,0.8
0,263666,0,0.759,105.016,69,1.33333333333333
3,263666,0,0.759,105.016,69,1.33333333333333
1,263666,0,0.759,105.016,90,1.33333333333333
0,227520,1,0.807,92.988,89,0
0,227520,1,0.807,92.988,69,0
0,227520,1,0.807,92.988,90,0
