"popularity","valence","duration_ms","explicit","danceability","tempo","genre_numeric","popularity_artist"
0,0.645,188260,0,0.629,124.999,24,23.6666666666667
60,0.366,146512,0,0.631,124.998,44,60
60,0.366,146512,0,0.631,124.998,24,60
59,0.659,168201,0,0.57,123.911,24,59
59,0.659,168201,0,0.57,123.911,44,59
59,0.648,172258,0,0.634,123.989,44,59
59,0.648,172258,0,0.634,123.989,24,59
55,0.519,134289,0,0.664,124.961,24,55
55,0.519,134289,0,0.664,124.961,44,55
60,0.588,196000,0,0.788,89.945,52,60
65,0.647,199534,0,0.765,172.038,81,65
27,0.884,124715,0,0.777,101.997,42,27
53,0.685,197226,1,0.669,194.959,37,53
26,0.0762,224000,0,0.522,150.074,30,26
36,0.0342,398750,0,0.481,144.009,30,36
39,0.637,222320,0,0.661,114.949,65,39.6666666666667
42,0.757,230240,0,0.715,149.978,113,39.6666666666667
39,0.637,222320,0,0.661,114.949,63,39.6666666666667
40,0.784,230320,0,0.683,102.732,63,39.6666666666667
37,0.751,240066,0,0.691,95.054,113,39.6666666666667
39,0.637,222320,0,0.661,114.949,113,39.6666666666667
40,0.784,230320,0,0.683,102.732,65,39.6666666666667
41,0.621,312120,0,0.693,84.032,113,39.6666666666667
40,0.784,230320,0,0.683,102.732,113,39.6666666666667
43,0.111,212193,0,0.567,103.993,80,43
23,0.449,204826,0,0.405,148.64,9,27.7142857142857
26,0.358,233853,0,0.474,77.31,48,27.7142857142857
23,0.449,204826,0,0.405,148.64,48,27.7142857142857
32,0.148,233293,0,0.48,80.078,9,27.7142857142857
32,0.148,233293,0,0.48,80.078,48,27.7142857142857
26,0.358,233853,0,0.474,77.31,9,27.7142857142857
32,0.148,233293,0,0.48,80.078,72,27.7142857142857
55,0.805,172094,0,0.615,193.682,56,49
43,0.19,217557,0,0.608,86.686,56,49
49,0.571,215024,0,0.771,152.981,56,49
58,0.798,135789,1,0.721,76.051,16,57
58,0.372,176640,1,0.565,124.848,16,57
54,0.156,224072,1,0.57,90.013,16,57
58,0.326,157714,1,0.47,139.127,16,57
21,0.695,156850,0,0.553,159.966,50,21
21,0.224,233850,0,0.478,157.03,50,21
25,0.159,204374,0,0.498,159.833,50,25
69,0.529,230293,0,0.596,171.96,66,66
63,0.507,233013,0,0.681,167.031,66,66
73,0.773,205133,0,0.857,93.997,66,70.5
68,0.551,195813,0,0.769,100.034,66,70.5
66,0.693,229400,0,0.732,100.954,66,66
66,0.332,210641,0,0.787,99.026,66,66
42,0.749,469999,0,0.804,133.96,88,42.5
43,0.611,432962,0,0.54,80.888,88,42.5
47,0.302,259200,0,0.599,150.009,3,47
47,0.302,259200,0,0.599,150.009,113,47
3,0.59,207186,0,0.679,94.971,21,1.42857142857143
1,0.251,167950,0,0.682,77.993,21,1.42857142857143
0,0.494,251133,0,0.722,127.929,21,1.42857142857143
0,0.269,252226,0,0.669,124.925,21,1.42857142857143
2,0.494,251133,0,0.722,127.929,21,1.42857142857143
2,0.494,251133,0,0.722,127.929,21,1.42857142857143
2,0.494,251133,0,0.722,127.929,21,1.42857142857143
10,0.216,289000,0,0.487,94.967,55,25.5
41,0.183,424866,0,0.157,191.214,55,25.5
58,0.885,71519,0,0.692,80.895,95,58
10,0.129,297053,0,0.288,148.064,55,10
68,0.466,218954,1,0.542,144.949,86,70.5
73,0.535,248253,0,0.53,159.957,86,70.5
40,0.604,208376,0,0.608,124.947,113,40
42,0.0807,168000,0,0.28,115.342,23,42
19,0.0876,265333,0,0.1,179.984,7,18.5
18,0.251,264600,0,0.366,109.97,7,18.5
39,0.259,214284,0,0.445,121.937,23,39
54,0.341,230678,0,0.685,140.011,110,54
50,0.286,293913,0,0.633,137.987,110,50
44,0.0856,466500,0,0.569,139.999,110,44
37,0.147,441739,0,0.43,137.988,110,37
56,0.427,224785,0,0.75,139.991,110,56
47,0.548,249239,0,0.408,137.987,110,47
62,0.316,257357,0,0.492,139.918,110,62
62,0.316,257357,0,0.492,139.918,40,62
49,0.23,224347,0,0.69,137.979,110,49
58,0.648,219130,0,0.828,138.037,110,58
58,0.748,299440,0,0.719,109.014,82,58
58,0.748,299440,0,0.719,109.014,52,58
71,0.891,283693,0,0.715,134.994,82,71
71,0.891,283693,0,0.715,134.994,81,71
71,0.891,283693,0,0.715,134.994,52,71
58,0.664,290493,0,0.78,129.966,82,58
58,0.664,290493,0,0.78,129.966,52,58
57,0.973,257440,0,0.823,100.014,82,57
44,0.906,184000,0,0.821,100.033,58,47
45,0.894,241000,0,0.575,179.935,58,47
46,0.787,281379,0,0.502,173.933,58,47
50,0.529,296761,0,0.516,50.726,58,47
50,0.529,296761,0,0.516,50.726,57,47
63,0.6,175821,0,0.602,96.96,82,63
72,0.693,238103,0,0.745,104.018,81,72
72,0.693,238103,0,0.745,104.018,82,72
21,0.441,169400,0,0.51,130.748,8,21
26,0.608,269733,0,0.536,133.929,8,26
38,0.151,174941,1,0.737,165.043,40,38
21,0.107,337315,0,0.417,126.956,7,18
17,0.049,212684,0,0.257,121.405,7,18
16,0.0395,213813,0,0.321,109.701,7,18
19,0.898,209933,0,0.756,145.032,62,17.6666666666667
17,0.458,302904,0,0.605,150.018,62,17.6666666666667
17,0.914,205633,0,0.7,149.873,62,17.6666666666667
0,0.148,250413,0,0.217,84.823,60,0.5
0,0.0295,136706,0,0.34,66.498,60,0.5
0,0.512,237333,0,0.361,134.253,60,0.5
2,0.0397,582253,0,0.167,87.344,60,0.5
39,0.654,110733,0,0.841,135.074,36,39
39,0.557,211866,0,0.632,88.574,97,41.7272727272727
44,0.851,262800,0,0.697,103.808,97,41.7272727272727
44,0.801,186773,0,0.64,94.989,97,41.7272727272727
44,0.851,262800,0,0.697,103.808,78,41.7272727272727
43,0.353,284360,0,0.569,116.537,78,41.7272727272727
36,0.824,250200,0,0.547,81.959,97,41.7272727272727
45,0.801,186773,0,0.64,94.989,78,41.7272727272727
38,0.518,163653,0,0.491,76.024,97,41.7272727272727
42,0.353,284360,0,0.569,116.537,97,41.7272727272727
42,0.846,261373,0,0.698,103.805,97,41.7272727272727
42,0.846,261373,0,0.698,103.805,78,41.7272727272727
27,0.562,178780,0,0.73,196.021,22,27
39,0.756,193226,0,0.426,183.876,63,38.3333333333333
39,0.619,249603,0,0.403,186.796,63,38.3333333333333
37,0.625,225960,0,0.387,185.682,63,38.3333333333333
56,0.577,302480,0,0.661,164.033,82,56
60,0.469,192000,0,0.774,100.017,82,60
58,0.674,184432,0,0.725,104.054,82,58
66,0.674,184432,0,0.725,104.054,81,66
66,0.674,184432,0,0.725,104.054,82,66
67,0.348,230082,0,0.441,79.736,82,67
67,0.348,230082,0,0.441,79.736,81,67
58,0.692,268888,0,0.77,134.983,82,58
57,0.584,251224,0,0.55,147.497,82,57
65,0.523,227091,0,0.454,78.052,82,65
66,0.746,174711,0,0.789,126.013,81,66
64,0.705,245131,0,0.785,96.98,82,64
65,0.693,256678,0,0.858,107.977,82,65
65,0.693,256678,0,0.858,107.977,81,65
67,0.567,191089,0,0.737,108.014,82,67
60,0.722,190345,0,0.668,128.012,82,60
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
73,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.898,150560,0,0.626,138.997,54,5.61538461538461
0,0.699,160656,0,0.717,110.054,54,27.6666666666667
82,0.699,160656,0,0.717,110.054,54,27.6666666666667
0,0.699,160656,0,0.717,110.054,54,27.6666666666667
82,0.699,160656,0,0.717,110.054,21,27.6666666666667
1,0.699,160656,0,0.717,110.054,54,27.6666666666667
1,0.699,160656,0,0.717,110.054,54,27.6666666666667
78,0.578,203573,0,0.529,63.05,35,78
78,0.578,203573,0,0.529,63.05,103,78
78,0.578,203573,0,0.529,63.05,100,78
70,0.778,198305,0,0.927,118.023,104,70
53,0.862,159693,0,0.703,122.719,93,54.1428571428571
45,0.825,136200,0,0.58,132.685,93,54.1428571428571
67,0.924,170066,0,0.495,100.535,93,54.1428571428571
52,0.679,157866,0,0.374,71.519,93,54.1428571428571
57,0.965,139200,0,0.743,116.112,93,54.1428571428571
59,0.965,135466,0,0.728,135.078,93,54.1428571428571
46,0.815,135773,0,0.584,132.747,93,54.1428571428571
68,0.427,299106,0,0.645,112.938,103,71
74,0.806,188440,0,0.55,171.172,100,71
74,0.806,188440,0,0.55,171.172,103,71
68,0.427,299106,0,0.645,112.938,100,71
21,0.547,324052,0,0.643,150.989,50,21
23,0.53,396901,0,0.59,149.956,50,23
46,0.846,182293,1,0.838,93.019,69,46
46,0.846,182293,1,0.838,93.019,90,46
46,0.846,182293,1,0.838,93.019,89,46
0,0.526,227466,0,0.798,95.004,68,0.666666666666667
2,0.831,208800,0,0.844,97.996,69,0.666666666666667
2,0.526,227466,0,0.798,95.004,69,0.666666666666667
0,0.526,227466,0,0.798,95.004,68,0.666666666666667
2,0.831,208800,0,0.844,97.996,90,0.666666666666667
0,0.831,208800,0,0.844,97.996,68,0.666666666666667
0,0.831,208800,0,0.844,97.996,89,0.666666666666667
0,0.622,218440,0,0.796,94.013,68,0.666666666666667
2,0.831,208800,0,0.844,97.996,89,0.666666666666667
2,0.526,227466,0,0.798,95.004,68,0.666666666666667
2,0.526,227466,0,0.798,95.004,89,0.666666666666667
0,0.831,208800,0,0.844,97.996,69,0.666666666666667
0,0.526,227466,0,0.798,95.004,89,0.666666666666667
2,0.831,208800,0,0.844,97.996,68,0.666666666666667
0,0.622,218440,0,0.796,94.013,89,0.666666666666667
2,0.526,227466,0,0.798,95.004,90,0.666666666666667
0,0.526,227466,0,0.798,95.004,69,0.666666666666667
0,0.622,218440,0,0.796,94.013,90,0.666666666666667
0,0.526,227466,0,0.798,95.004,90,0.666666666666667
0,0.831,208800,0,0.844,97.996,90,0.666666666666667
0,0.526,227466,0,0.798,95.004,90,0.666666666666667
0,0.622,218440,0,0.796,94.013,69,0.666666666666667
0,0.526,227466,0,0.798,95.004,69,0.666666666666667
0,0.526,227466,0,0.798,95.004,89,0.666666666666667
57,0.0701,146548,0,0.472,113.011,95,53.3333333333333
46,0.0642,145074,0,0.61,134.067,95,53.3333333333333
57,0.0701,146548,0,0.472,113.011,16,53.3333333333333
28,0.52,172573,0,0.37,138.628,85,27.6666666666667
28,0.788,231093,0,0.587,102.012,85,27.6666666666667
27,0.652,166253,0,0.557,138.519,85,27.6666666666667
18,0.455,182613,0,0.319,84.553,27,18
38,0.917,228986,0,0.663,203.151,9,38
0,0.543,221306,0,0.651,122.906,68,14.7272727272727
80,0.787,258893,0,0.796,132.722,68,14.7272727272727
1,0.614,243160,0,0.623,89.654,68,14.7272727272727
1,0.66,265426,0,0.799,132.763,68,14.7272727272727
0,0.66,265426,0,0.799,132.763,68,14.7272727272727
0,0.66,265426,0,0.799,132.763,68,14.7272727272727
0,0.614,243160,0,0.623,89.654,68,14.7272727272727
0,0.66,265426,0,0.799,132.763,68,14.7272727272727
0,0.66,265426,0,0.799,132.763,68,14.7272727272727
79,0.809,223080,0,0.872,116.948,68,14.7272727272727
1,0.614,243160,0,0.623,89.654,68,14.7272727272727
70,0.765,194160,0,0.849,134.479,68,70
0,0.873,242293,0,0.815,114.302,68,20.5
0,0.873,242293,0,0.815,114.302,68,20.5
82,0.868,242293,0,0.808,114.328,68,20.5
0,0.873,242293,0,0.815,114.302,68,20.5
27,0.541,205186,0,0.608,119.763,109,22.8
16,0.452,146720,0,0.545,60.748,109,22.8
21,0.677,97626,0,0.669,95.806,109,22.8
19,0.605,162228,0,0.634,82.541,109,22.8
31,0.772,156920,0,0.534,89.14,109,22.8
17,0.685,165853,0,0.514,99.091,109,17
17,0.752,165637,0,0.495,100.594,109,17
52,0.285,341787,0,0.28,137.517,10,52
30,0.495,228395,0,0.685,109.729,96,29.2
28,0.498,333460,0,0.591,101.565,96,29.2
31,0.423,350184,0,0.674,91.11,96,29.2
30,0.793,282695,0,0.596,191.978,96,29.2
27,0.755,259355,0,0.487,187.072,96,29.2
49,0.111,158794,0,0.65,118.121,46,49
38,0.782,167706,0,0.665,97.615,97,41
44,0.6,185666,0,0.596,99.435,97,41
44,0.6,185666,0,0.596,99.435,75,41
38,0.389,193693,0,0.378,93.286,97,41
52,0.37,142750,0,0.246,194.824,80,52
29,0.252,278280,0,0.359,136.912,92,33.3333333333333
36,0.636,179906,0,0.576,103.346,92,33.3333333333333
33,0.358,251600,0,0.477,88.251,92,33.3333333333333
31,0.397,215306,0,0.259,175.293,92,33.3333333333333
36,0.405,263960,0,0.447,89.675,92,33.3333333333333
28,0.499,207200,0,0.532,136.952,92,33.3333333333333
31,0.308,247040,0,0.293,74.672,92,33.3333333333333
30,0.256,242573,0,0.419,87.341,92,33.3333333333333
32,0.514,206173,0,0.538,136.832,92,33.3333333333333
32,0.336,231093,0,0.308,185.328,92,33.3333333333333
41,0.617,205400,0,0.519,121.587,92,33.3333333333333
41,0.617,205400,0,0.519,121.587,88,33.3333333333333
32,0.234,229013,0,0.309,90.484,92,32
35,0.642,213866,0,0.656,180.115,92,35
40,0.93,163400,0,0.758,90.005,97,39
38,0.916,140946,0,0.701,96.882,97,39
29,0.97,227927,0,0.873,105.752,96,30
30,0.952,207626,0,0.586,115.826,96,30
28,0.959,206786,0,0.609,104.276,96,30
33,0.949,199749,0,0.595,197.989,96,30
27,0.58,231466,0,0.636,96.639,40,27
62,0.493,204560,0,0.642,124.978,105,61
60,0.697,140666,0,0.73,170.044,105,61
1,0.711,241000,0,0.772,121.952,65,1
0,0.307,220500,0,0.551,87.99,65,0
1,0.668,154446,0,0.594,166.004,65,0.5
0,0.668,154446,0,0.594,166.004,65,0.5
45,0.476,274480,0,0.57,116.923,10,44.4545454545455
45,0.476,274480,0,0.57,116.923,88,44.4545454545455
41,0.695,191503,0,0.536,148.151,75,44.4545454545455
50,0.734,203466,0,0.56,94.008,75,44.4545454545455
45,0.476,274480,0,0.57,116.923,75,44.4545454545455
41,0.695,191503,0,0.536,148.151,88,44.4545454545455
50,0.734,203466,0,0.56,94.008,10,44.4545454545455
40,0.525,242266,0,0.57,123.104,88,44.4545454545455
41,0.302,289666,0,0.384,188.061,88,44.4545454545455
41,0.302,289666,0,0.384,188.061,75,44.4545454545455
50,0.734,203466,0,0.56,94.008,88,44.4545454545455
16,0.0773,298909,0,0.829,109.949,18,25.6666666666667
46,0.487,266213,0,0.778,110.009,18,25.6666666666667
15,0.118,325198,0,0.792,123.984,18,25.6666666666667
47,0.52,262973,0,0.605,149.914,62,47.4
50,0.364,257488,0,0.493,169.992,62,47.4
50,0.289,289746,1,0.552,151.93,62,47.4
45,0.364,257488,0,0.493,169.992,62,47.4
45,0.395,276706,0,0.505,180.203,62,47.4
40,0.698,315737,1,0.971,121.95,69,40
39,0.681,213333,1,0.929,135.003,69,39
39,0.159,257662,0,0.536,150.029,50,48.6666666666667
49,0.609,187341,0,0.467,149.955,50,48.6666666666667
58,0.139,177166,0,0.506,150.064,50,48.6666666666667
43,0.0987,282947,1,0.458,94.978,95,43
43,0.0987,282947,1,0.458,94.978,16,43
46,0.619,192733,0,0.468,182.002,108,46.5
47,0.454,264000,0,0.63,111.983,108,46.5
0,0.684,177345,0,0.529,148.173,3,13.448275862069
80,0.725,177280,0,0.471,154.961,57,13.448275862069
80,0.725,177280,0,0.471,154.961,3,13.448275862069
0,0.684,177345,0,0.529,148.173,4,13.448275862069
0,0.684,177345,0,0.529,148.173,3,13.448275862069
0,0.745,177280,0,0.474,154.948,3,13.448275862069
0,0.684,177345,0,0.529,148.173,57,13.448275862069
80,0.725,177280,0,0.471,154.961,58,13.448275862069
0,0.684,177345,0,0.529,148.173,57,13.448275862069
0,0.684,177345,0,0.529,148.173,57,13.448275862069
1,0.745,177280,0,0.474,154.948,57,13.448275862069
66,0.739,212306,0,0.482,147.99,3,13.448275862069
0,0.684,177345,0,0.529,148.173,4,13.448275862069
80,0.725,177280,0,0.471,154.961,4,13.448275862069
0,0.684,177345,0,0.529,148.173,3,13.448275862069
1,0.745,177280,0,0.474,154.948,3,13.448275862069
0,0.684,177345,0,0.529,148.173,4,13.448275862069
0,0.745,177280,0,0.474,154.948,58,13.448275862069
0,0.745,177280,0,0.474,154.948,57,13.448275862069
0,0.684,177345,0,0.529,148.173,58,13.448275862069
0,0.684,177345,0,0.529,148.173,58,13.448275862069
0,0.684,177345,0,0.529,148.173,58,13.448275862069
0,0.684,177345,0,0.529,148.173,57,13.448275862069
0,0.684,177345,0,0.529,148.173,4,13.448275862069
1,0.745,177280,0,0.474,154.948,58,13.448275862069
0,0.684,177345,0,0.529,148.173,3,13.448275862069
0,0.684,177345,0,0.529,148.173,58,13.448275862069
0,0.745,177280,0,0.474,154.948,4,13.448275862069
1,0.745,177280,0,0.474,154.948,4,13.448275862069
15,0.107,302068,0,0.615,174.026,28,16.5
18,0.194,337886,0,0.685,174.024,28,16.5
16,0.156,316050,0,0.502,172.047,28,16
21,0.21,247293,0,0.441,186.82,47,17.125
20,0.34,224119,0,0.559,184.999,47,17.125
20,0.0906,360720,0,0.76,148.901,47,17.125
26,0.318,157500,0,0.553,99.952,47,17.125
18,0.414,326485,1,0.723,167.522,47,17.125
17,0.129,236400,1,0.543,100.003,47,17.125
22,0.353,287033,0,0.633,174.945,47,17.125
18,0.0317,305893,0,0.538,103.01,47,17.125
0,0.546,135529,0,0.663,169.929,110,17.125
26,0.318,157500,0,0.553,99.952,110,17.125
21,0.347,287033,0,0.634,174.945,47,17.125
23,0.186,378949,0,0.725,170.06,47,17.125
0,0.546,135529,0,0.663,169.929,47,17.125
18,0.361,271952,0,0.504,174.781,47,17.125
0,0.546,135529,0,0.663,169.929,49,17.125
24,0.19,164053,0,0.41,170.606,47,17.125
22,0.0812,256018,1,0.56,179.991,47,22
17,0.279,180016,1,0.615,154.944,47,17
0,0.0466,169200,0,0.543,99.99,47,7.66666666666667
19,0.0399,364994,1,0.488,92.501,47,7.66666666666667
0,0.0466,169200,0,0.543,99.99,110,7.66666666666667
25,0.0466,169200,0,0.543,99.99,110,7.66666666666667
0,0.0466,169200,0,0.543,99.99,49,7.66666666666667
0,0.0466,169200,0,0.543,99.99,49,7.66666666666667
0,0.0466,169200,0,0.543,99.99,47,7.66666666666667
25,0.0466,169200,0,0.543,99.99,47,7.66666666666667
0,0.0466,169200,0,0.543,99.99,110,7.66666666666667
25,0.224,275868,0,0.532,169.968,47,23.5
22,0.0506,280519,1,0.716,94.993,47,23.5
18,0.0723,408960,0,0.612,169.998,47,18
19,0.147,168351,1,0.528,180.082,47,19
22,0.124,174561,0,0.487,181.822,47,22
16,0.0378,385653,1,0.538,158.039,47,16
18,0.0929,268540,1,0.464,185.032,47,18
17,0.225,228640,1,0.473,164.925,47,17
17,0.368,237724,0,0.508,144.97,18,16.75
16,0.288,240875,0,0.487,159.969,18,16.75
17,0.408,230500,0,0.587,120.02,18,16.75
17,0.173,280000,1,0.423,75.146,18,16.75
8,0.125,528000,0,0.63,120.256,55,8
65,0.185,157894,0,0.629,152.014,40,65
69,0.362,138860,0,0.698,136.006,40,69
22,0.661,166533,0,0.566,92.417,83,24
26,0.237,154588,0,0.493,97.947,83,24
20,0.777,217466,0,0.485,136.401,83,24
22,0.761,200040,0,0.219,199.583,83,24
30,0.624,209706,0,0.554,140.055,83,24
39,0.0521,312610,0,0.536,121.963,28,40.9411764705882
17,0.347,257385,0,0.484,143.93,28,40.9411764705882
44,0.0477,243870,0,0.421,123.937,28,40.9411764705882
44,0.167,268666,0,0.526,139.999,29,40.9411764705882
22,0.58,168214,0,0.676,140.154,28,40.9411764705882
44,0.167,268666,0,0.526,139.999,28,40.9411764705882
46,0.413,214838,0,0.658,124.039,28,40.9411764705882
46,0.236,247520,0,0.42,144.047,28,40.9411764705882
46,0.0486,284516,0,0.497,123.985,28,40.9411764705882
44,0.0477,243870,0,0.421,123.937,30,40.9411764705882
44,0.167,268666,0,0.526,139.999,30,40.9411764705882
45,0.0678,308173,0,0.373,137.233,28,40.9411764705882
56,0.345,257386,0,0.484,143.933,30,40.9411764705882
20,0.485,366171,1,0.544,174.095,28,40.9411764705882
27,0.155,257320,0,0.605,123.015,28,40.9411764705882
56,0.345,257386,0,0.484,143.933,28,40.9411764705882
56,0.345,257386,0,0.484,143.933,29,40.9411764705882
38,0.824,260220,0,0.858,105.018,2,38
48,0.302,277692,0,0.469,79.982,28,48
48,0.302,277692,0,0.469,79.982,30,48
46,0.0391,268043,0,0.521,184.018,29,46
46,0.0391,268043,0,0.521,184.018,30,46
46,0.0391,268043,0,0.521,184.018,28,46
22,0.7,141497,0,0.626,155.02,50,22
60,0.376,149032,0,0.642,123.91,84,60
47,0.149,189877,0,0.685,137.976,84,47
22,0.12,221007,0,0.461,139.982,23,23.4
26,0.104,237941,0,0.54,125.018,23,23.4
22,0.12,221007,0,0.461,139.982,23,23.4
24,0.297,223240,0,0.357,100.529,23,23.4
23,0.179,187560,0,0.428,114.966,23,23.4
22,0.151,198396,0,0.403,179.994,23,22
21,0.749,155744,1,0.717,188.173,61,20.3333333333333
18,0.339,146938,0,0.684,67.774,61,20.3333333333333
22,0.115,157575,0,0.643,98.96,61,20.3333333333333
26,0.722,237176,0,0.834,113.478,22,26
26,0.722,237176,0,0.834,113.478,61,26
0,0.166,198816,0,0.0604,60.214,60,0
0,0.17,265000,0,0.242,92.757,60,0
0,0.159,360000,0,0.386,120.295,60,0
40,0.217,261000,0,0.412,84.76,113,40
40,0.0792,196284,0,0.291,140.492,113,40
40,0.658,155689,0,0.363,117.619,113,40
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
1,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
1,0.477,125720,0,0.683,95.021,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
70,0.638,190800,0,0.712,92.014,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
1,0.44,177108,0,0.444,183.441,32,9.73913043478261
68,0.38,144875,0,0.604,110.343,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
1,0.44,177108,0,0.444,183.441,32,9.73913043478261
1,0.44,177108,0,0.444,183.441,32,9.73913043478261
81,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
0,0.44,177108,0,0.444,183.441,32,9.73913043478261
70,0.345,195191,0,0.484,163.97,32,35
0,0.345,195191,0,0.484,163.97,32,35
46,0.563,188298,0,0.746,110.118,35,46
41,0.963,189333,0,0.886,129.98,36,41
41,0.962,140538,0,0.804,159.962,36,41
38,0.953,187067,0,0.813,168.01,36,38
34,0.295,184000,0,0.493,127.047,87,34
47,0.344,250060,0,0.455,172.995,28,22.3636363636364
20,0.337,392727,0,0.539,175.997,28,22.3636363636364
18,0.35,255261,0,0.524,173.037,28,22.3636363636364
21,0.66,203917,0,0.548,174.089,28,22.3636363636364
15,0.66,203917,0,0.548,174.089,28,22.3636363636364
41,0.227,335506,0,0.535,175.001,28,22.3636363636364
17,0.0877,355862,0,0.498,174.093,28,22.3636363636364
19,0.345,271614,0,0.475,172.943,28,22.3636363636364
15,0.239,251176,0,0.383,173.088,28,22.3636363636364
18,0.374,318929,0,0.567,172.973,28,22.3636363636364
15,0.341,250060,0,0.46,173.004,28,22.3636363636364
18,0.117,299920,0,0.471,174.116,28,18
40,0.604,185733,1,0.696,84.021,28,40
51,0.584,167600,1,0.709,97.007,28,51
53,0.147,223255,0,0.566,85.972,28,53
18,0.809,204307,0,0.671,127.961,28,18
60,0.0902,200930,0,0.53,171.871,28,60
43,0.569,229240,0,0.489,173.125,28,48
53,0.589,229106,0,0.503,173.057,28,48
59,0.18,202543,0,0.458,172.79,28,59
16,0.453,224639,0,0.513,87.054,28,16.6666666666667
18,0.453,224639,0,0.513,87.054,28,16.6666666666667
16,0.453,224639,0,0.513,87.054,28,16.6666666666667
47,0.158,205320,1,0.614,86.542,28,47
54,0.327,199768,0,0.518,172.954,28,54
54,0.378,154222,0,0.648,149.791,28,54
43,0.453,173197,0,0.565,171.892,28,43
35,0.154,201426,0,0.766,112.02,28,35
18,0.512,175053,0,0.602,84.923,28,18
48,0.358,226206,0,0.548,173.993,28,48
48,0.603,158816,0,0.524,159.894,98,48
39,0.215,377266,0,0.463,144.001,75,39
39,0.215,377266,0,0.463,144.001,41,39
39,0.332,350840,0,0.49,140.025,41,39
39,0.332,350840,0,0.49,140.025,75,39
40,0.0419,269826,0,0.285,133.513,1,40
38,0.0788,242430,0,0.574,99.983,29,38
38,0.0788,242430,0,0.574,99.983,30,38
49,0.9,264939,0,0.566,174.041,113,47.6666666666667
46,0.48,265775,0,0.408,165.051,113,47.6666666666667
48,0.585,316023,0,0.53,167.72,113,47.6666666666667
29,0.294,149425,0,0.389,93.603,49,29
0,0.0673,213890,1,0.633,99.938,49,0
0,0.115,211428,0,0.56,105.088,49,0
30,0.394,160490,0,0.499,182.955,49,30
46,0.444,261986,0,0.437,133.814,44,46
35,0.403,156200,0,0.361,111.82,9,33
35,0.403,156200,0,0.361,111.82,86,33
35,0.403,156200,0,0.361,111.82,87,33
30,0.347,153880,0,0.165,152.779,39,33
35,0.403,156200,0,0.361,111.82,49,33
35,0.403,156200,0,0.361,111.82,92,33
30,0.347,153880,0,0.165,152.779,92,33
35,0.403,156200,0,0.361,111.82,39,33
27,0.574,146760,0,0.266,111.652,39,33
0,0.793,274906,0,0.755,103.892,88,0
0,0.448,215200,0,0.552,111.895,34,0
0,0.448,215200,0,0.552,111.895,34,0
0,0.673,217426,0,0.489,97.056,34,0
0,0.673,217426,0,0.489,97.056,86,0
0,0.448,215200,0,0.552,111.895,86,0
0,0.673,217426,0,0.489,97.056,34,0
0,0.673,217426,0,0.489,97.056,86,0
0,0.448,215200,0,0.552,111.895,86,0
22,0.657,269266,0,0.478,174.341,8,22
45,0.101,319744,0,0.412,139.951,114,45
48,0.101,328933,0,0.246,159.915,114,48
37,0.176,329106,0,0.516,135.9,114,37
24,0.387,324373,0,0.519,129.419,42,22.547619047619
24,0.437,232906,0,0.346,152.945,42,22.547619047619
21,0.721,236400,0,0.453,113.953,42,22.547619047619
21,0.553,226160,0,0.473,114.945,42,22.547619047619
22,0.193,230586,0,0.32,149.323,42,22.547619047619
26,0.346,287893,0,0.498,176.832,42,22.547619047619
21,0.71,158040,0,0.493,180.41,42,22.547619047619
21,0.498,237493,0,0.55,129.16,42,22.547619047619
20,0.387,186506,0,0.419,171.38,42,22.547619047619
20,0.574,237866,0,0.396,149.516,42,22.547619047619
21,0.7,234573,0,0.394,149.967,42,22.547619047619
26,0.539,232933,0,0.278,199.085,42,22.547619047619
23,0.64,252093,0,0.619,102.993,42,22.547619047619
24,0.601,251920,0,0.363,153.265,42,22.547619047619
